 Case_ID  IEC  AeroDyn15      ElastoDyn           ElastoDyn           ElastoDyn       ElastoDyn  ElastoDyn      ElastoDyn       ElastoDyn     Fst      Fst     Fst       Fst       Fst    Fst                                              InflowWind                                                                                     InflowWind                                           InflowWind  InflowWind    ServoDyn     ServoDyn     ServoDyn                             ServoDyn                            ServoDyn  ServoDyn    ServoDyn      ServoDyn      ServoDyn     ServoDyn   ServoDyn   ServoDyn  ServoDyn 
          DLC  AFAeroMod       BlPitch1            BlPitch2            BlPitch3         GenDOF     NacYaw        RotSpeed         YawDOF   CompElast    DT    DT_Out  OutFileFmt   TMax  TStart                                           FileName_BTS                                                                                   Filename_Uni                                          RefLength    WindType   BlPitchF(1)  BlPitchF(2)  BlPitchF(3)                          DLL_FileName                          GenTiStp   PCMode   PitManRat(1)  PitManRat(2)  PitManRat(3)  TPitManS1  TPitManS2  TPitManS3  TimGenOf 
    88    1.3      2             0.0                 0.0                 0.0             True       0.0            6.81           False        2      0.0002   0.2        2       720.0  120.0    /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U7.000000_Seed5.0.bts   /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U7.000000_Seed5.0.bts    206.0         3           0.0          0.0          0.0      /home/pbortolo/wisdem_1_0_0/ROSCO_fork/build/libdiscon_uw.so    True       5          2.0           2.0           2.0         9999.9     9999.9     9999.9    9999.9  
    89    1.3      2             0.0                 0.0                 0.0             True       0.0            6.81           False        2      0.0002   0.2        2       720.0  120.0    /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U7.000000_Seed6.0.bts   /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U7.000000_Seed6.0.bts    206.0         3           0.0          0.0          0.0      /home/pbortolo/wisdem_1_0_0/ROSCO_fork/build/libdiscon_uw.so    True       5          2.0           2.0           2.0         9999.9     9999.9     9999.9    9999.9  
    90    1.3      2             2.93                2.93                2.93            True       0.0      7.83688622754491     False        2      0.0002   0.2        2       720.0  120.0    /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U9.000000_Seed1.0.bts   /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U9.000000_Seed1.0.bts    206.0         3           0.0          0.0          0.0      /home/pbortolo/wisdem_1_0_0/ROSCO_fork/build/libdiscon_uw.so    True       5          2.0           2.0           2.0         9999.9     9999.9     9999.9    9999.9  
    91    1.3      2             2.93                2.93                2.93            True       0.0      7.83688622754491     False        2      0.0002   0.2        2       720.0  120.0    /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U9.000000_Seed2.0.bts   /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U9.000000_Seed2.0.bts    206.0         3           0.0          0.0          0.0      /home/pbortolo/wisdem_1_0_0/ROSCO_fork/build/libdiscon_uw.so    True       5          2.0           2.0           2.0         9999.9     9999.9     9999.9    9999.9  
    92    1.3      2             2.93                2.93                2.93            True       0.0      7.83688622754491     False        2      0.0002   0.2        2       720.0  120.0    /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U9.000000_Seed3.0.bts   /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U9.000000_Seed3.0.bts    206.0         3           0.0          0.0          0.0      /home/pbortolo/wisdem_1_0_0/ROSCO_fork/build/libdiscon_uw.so    True       5          2.0           2.0           2.0         9999.9     9999.9     9999.9    9999.9  
    93    1.3      2             2.93                2.93                2.93            True       0.0      7.83688622754491     False        2      0.0002   0.2        2       720.0  120.0    /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U9.000000_Seed4.0.bts   /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U9.000000_Seed4.0.bts    206.0         3           0.0          0.0          0.0      /home/pbortolo/wisdem_1_0_0/ROSCO_fork/build/libdiscon_uw.so    True       5          2.0           2.0           2.0         9999.9     9999.9     9999.9    9999.9  
    94    1.3      2             2.93                2.93                2.93            True       0.0      7.83688622754491     False        2      0.0002   0.2        2       720.0  120.0    /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U9.000000_Seed5.0.bts   /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U9.000000_Seed5.0.bts    206.0         3           0.0          0.0          0.0      /home/pbortolo/wisdem_1_0_0/ROSCO_fork/build/libdiscon_uw.so    True       5          2.0           2.0           2.0         9999.9     9999.9     9999.9    9999.9  
    95    1.3      2             2.93                2.93                2.93            True       0.0      7.83688622754491     False        2      0.0002   0.2        2       720.0  120.0    /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U9.000000_Seed6.0.bts   /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U9.000000_Seed6.0.bts    206.0         3           0.0          0.0          0.0      /home/pbortolo/wisdem_1_0_0/ROSCO_fork/build/libdiscon_uw.so    True       5          2.0           2.0           2.0         9999.9     9999.9     9999.9    9999.9  
    96    1.3      2             8.76                8.76                8.76            True       0.0     7.8422754491017965    False        2      0.0002   0.2        2       720.0  120.0   /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U11.000000_Seed1.0.bts  /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U11.000000_Seed1.0.bts    206.0         3           0.0          0.0          0.0      /home/pbortolo/wisdem_1_0_0/ROSCO_fork/build/libdiscon_uw.so    True       5          2.0           2.0           2.0         9999.9     9999.9     9999.9    9999.9  
    97    1.3      2             8.76                8.76                8.76            True       0.0     7.8422754491017965    False        2      0.0002   0.2        2       720.0  120.0   /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U11.000000_Seed2.0.bts  /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U11.000000_Seed2.0.bts    206.0         3           0.0          0.0          0.0      /home/pbortolo/wisdem_1_0_0/ROSCO_fork/build/libdiscon_uw.so    True       5          2.0           2.0           2.0         9999.9     9999.9     9999.9    9999.9  
    98    1.3      2             8.76                8.76                8.76            True       0.0     7.8422754491017965    False        2      0.0002   0.2        2       720.0  120.0   /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U11.000000_Seed3.0.bts  /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U11.000000_Seed3.0.bts    206.0         3           0.0          0.0          0.0      /home/pbortolo/wisdem_1_0_0/ROSCO_fork/build/libdiscon_uw.so    True       5          2.0           2.0           2.0         9999.9     9999.9     9999.9    9999.9  
    99    1.3      2             8.76                8.76                8.76            True       0.0     7.8422754491017965    False        2      0.0002   0.2        2       720.0  120.0   /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U11.000000_Seed4.0.bts  /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U11.000000_Seed4.0.bts    206.0         3           0.0          0.0          0.0      /home/pbortolo/wisdem_1_0_0/ROSCO_fork/build/libdiscon_uw.so    True       5          2.0           2.0           2.0         9999.9     9999.9     9999.9    9999.9  
   100    1.3      2             8.76                8.76                8.76            True       0.0     7.8422754491017965    False        2      0.0002   0.2        2       720.0  120.0   /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U11.000000_Seed5.0.bts  /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U11.000000_Seed5.0.bts    206.0         3           0.0          0.0          0.0      /home/pbortolo/wisdem_1_0_0/ROSCO_fork/build/libdiscon_uw.so    True       5          2.0           2.0           2.0         9999.9     9999.9     9999.9    9999.9  
   101    1.3      2             8.76                8.76                8.76            True       0.0     7.8422754491017965    False        2      0.0002   0.2        2       720.0  120.0   /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U11.000000_Seed6.0.bts  /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U11.000000_Seed6.0.bts    206.0         3           0.0          0.0          0.0      /home/pbortolo/wisdem_1_0_0/ROSCO_fork/build/libdiscon_uw.so    True       5          2.0           2.0           2.0         9999.9     9999.9     9999.9    9999.9  
   102    1.3      2            12.01               12.01               12.01            True       0.0     7.847664670658682     False        2      0.0002   0.2        2       720.0  120.0   /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U13.000000_Seed1.0.bts  /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U13.000000_Seed1.0.bts    206.0         3           0.0          0.0          0.0      /home/pbortolo/wisdem_1_0_0/ROSCO_fork/build/libdiscon_uw.so    True       5          2.0           2.0           2.0         9999.9     9999.9     9999.9    9999.9  
   103    1.3      2            12.01               12.01               12.01            True       0.0     7.847664670658682     False        2      0.0002   0.2        2       720.0  120.0   /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U13.000000_Seed2.0.bts  /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U13.000000_Seed2.0.bts    206.0         3           0.0          0.0          0.0      /home/pbortolo/wisdem_1_0_0/ROSCO_fork/build/libdiscon_uw.so    True       5          2.0           2.0           2.0         9999.9     9999.9     9999.9    9999.9  
   104    1.3      2            12.01               12.01               12.01            True       0.0     7.847664670658682     False        2      0.0002   0.2        2       720.0  120.0   /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U13.000000_Seed3.0.bts  /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U13.000000_Seed3.0.bts    206.0         3           0.0          0.0          0.0      /home/pbortolo/wisdem_1_0_0/ROSCO_fork/build/libdiscon_uw.so    True       5          2.0           2.0           2.0         9999.9     9999.9     9999.9    9999.9  
   105    1.3      2            12.01               12.01               12.01            True       0.0     7.847664670658682     False        2      0.0002   0.2        2       720.0  120.0   /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U13.000000_Seed4.0.bts  /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U13.000000_Seed4.0.bts    206.0         3           0.0          0.0          0.0      /home/pbortolo/wisdem_1_0_0/ROSCO_fork/build/libdiscon_uw.so    True       5          2.0           2.0           2.0         9999.9     9999.9     9999.9    9999.9  
   106    1.3      2            12.01               12.01               12.01            True       0.0     7.847664670658682     False        2      0.0002   0.2        2       720.0  120.0   /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U13.000000_Seed5.0.bts  /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U13.000000_Seed5.0.bts    206.0         3           0.0          0.0          0.0      /home/pbortolo/wisdem_1_0_0/ROSCO_fork/build/libdiscon_uw.so    True       5          2.0           2.0           2.0         9999.9     9999.9     9999.9    9999.9  
   107    1.3      2            12.01               12.01               12.01            True       0.0     7.847664670658682     False        2      0.0002   0.2        2       720.0  120.0   /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U13.000000_Seed6.0.bts  /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U13.000000_Seed6.0.bts    206.0         3           0.0          0.0          0.0      /home/pbortolo/wisdem_1_0_0/ROSCO_fork/build/libdiscon_uw.so    True       5          2.0           2.0           2.0         9999.9     9999.9     9999.9    9999.9  
   108    1.3      2            14.82               14.82               14.82            True       0.0     7.853053892215569     False        2      0.0002   0.2        2       720.0  120.0   /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U15.000000_Seed1.0.bts  /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U15.000000_Seed1.0.bts    206.0         3           0.0          0.0          0.0      /home/pbortolo/wisdem_1_0_0/ROSCO_fork/build/libdiscon_uw.so    True       5          2.0           2.0           2.0         9999.9     9999.9     9999.9    9999.9  
   109    1.3      2            14.82               14.82               14.82            True       0.0     7.853053892215569     False        2      0.0002   0.2        2       720.0  120.0   /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U15.000000_Seed2.0.bts  /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U15.000000_Seed2.0.bts    206.0         3           0.0          0.0          0.0      /home/pbortolo/wisdem_1_0_0/ROSCO_fork/build/libdiscon_uw.so    True       5          2.0           2.0           2.0         9999.9     9999.9     9999.9    9999.9  
   110    1.3      2            14.82               14.82               14.82            True       0.0     7.853053892215569     False        2      0.0002   0.2        2       720.0  120.0   /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U15.000000_Seed3.0.bts  /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U15.000000_Seed3.0.bts    206.0         3           0.0          0.0          0.0      /home/pbortolo/wisdem_1_0_0/ROSCO_fork/build/libdiscon_uw.so    True       5          2.0           2.0           2.0         9999.9     9999.9     9999.9    9999.9  
   111    1.3      2            14.82               14.82               14.82            True       0.0     7.853053892215569     False        2      0.0002   0.2        2       720.0  120.0   /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U15.000000_Seed4.0.bts  /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U15.000000_Seed4.0.bts    206.0         3           0.0          0.0          0.0      /home/pbortolo/wisdem_1_0_0/ROSCO_fork/build/libdiscon_uw.so    True       5          2.0           2.0           2.0         9999.9     9999.9     9999.9    9999.9  
   112    1.3      2            14.82               14.82               14.82            True       0.0     7.853053892215569     False        2      0.0002   0.2        2       720.0  120.0   /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U15.000000_Seed5.0.bts  /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U15.000000_Seed5.0.bts    206.0         3           0.0          0.0          0.0      /home/pbortolo/wisdem_1_0_0/ROSCO_fork/build/libdiscon_uw.so    True       5          2.0           2.0           2.0         9999.9     9999.9     9999.9    9999.9  
   113    1.3      2            14.82               14.82               14.82            True       0.0     7.853053892215569     False        2      0.0002   0.2        2       720.0  120.0   /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U15.000000_Seed6.0.bts  /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U15.000000_Seed6.0.bts    206.0         3           0.0          0.0          0.0      /home/pbortolo/wisdem_1_0_0/ROSCO_fork/build/libdiscon_uw.so    True       5          2.0           2.0           2.0         9999.9     9999.9     9999.9    9999.9  
   114    1.3      2            17.37               17.37               17.37            True       0.0     7.858443113772455     False        2      0.0002   0.2        2       720.0  120.0   /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U17.000000_Seed1.0.bts  /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U17.000000_Seed1.0.bts    206.0         3           0.0          0.0          0.0      /home/pbortolo/wisdem_1_0_0/ROSCO_fork/build/libdiscon_uw.so    True       5          2.0           2.0           2.0         9999.9     9999.9     9999.9    9999.9  
   115    1.3      2            17.37               17.37               17.37            True       0.0     7.858443113772455     False        2      0.0002   0.2        2       720.0  120.0   /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U17.000000_Seed2.0.bts  /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U17.000000_Seed2.0.bts    206.0         3           0.0          0.0          0.0      /home/pbortolo/wisdem_1_0_0/ROSCO_fork/build/libdiscon_uw.so    True       5          2.0           2.0           2.0         9999.9     9999.9     9999.9    9999.9  
   116    1.3      2            17.37               17.37               17.37            True       0.0     7.858443113772455     False        2      0.0002   0.2        2       720.0  120.0   /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U17.000000_Seed3.0.bts  /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U17.000000_Seed3.0.bts    206.0         3           0.0          0.0          0.0      /home/pbortolo/wisdem_1_0_0/ROSCO_fork/build/libdiscon_uw.so    True       5          2.0           2.0           2.0         9999.9     9999.9     9999.9    9999.9  
   117    1.3      2            17.37               17.37               17.37            True       0.0     7.858443113772455     False        2      0.0002   0.2        2       720.0  120.0   /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U17.000000_Seed4.0.bts  /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U17.000000_Seed4.0.bts    206.0         3           0.0          0.0          0.0      /home/pbortolo/wisdem_1_0_0/ROSCO_fork/build/libdiscon_uw.so    True       5          2.0           2.0           2.0         9999.9     9999.9     9999.9    9999.9  
   118    1.3      2            17.37               17.37               17.37            True       0.0     7.858443113772455     False        2      0.0002   0.2        2       720.0  120.0   /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U17.000000_Seed5.0.bts  /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U17.000000_Seed5.0.bts    206.0         3           0.0          0.0          0.0      /home/pbortolo/wisdem_1_0_0/ROSCO_fork/build/libdiscon_uw.so    True       5          2.0           2.0           2.0         9999.9     9999.9     9999.9    9999.9  
   119    1.3      2            17.37               17.37               17.37            True       0.0     7.858443113772455     False        2      0.0002   0.2        2       720.0  120.0   /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U17.000000_Seed6.0.bts  /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U17.000000_Seed6.0.bts    206.0         3           0.0          0.0          0.0      /home/pbortolo/wisdem_1_0_0/ROSCO_fork/build/libdiscon_uw.so    True       5          2.0           2.0           2.0         9999.9     9999.9     9999.9    9999.9  
   120    1.3      2            19.73               19.73               19.73            True       0.0     7.863832335329342     False        2      0.0002   0.2        2       720.0  120.0   /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U19.000000_Seed1.0.bts  /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U19.000000_Seed1.0.bts    206.0         3           0.0          0.0          0.0      /home/pbortolo/wisdem_1_0_0/ROSCO_fork/build/libdiscon_uw.so    True       5          2.0           2.0           2.0         9999.9     9999.9     9999.9    9999.9  
   121    1.3      2            19.73               19.73               19.73            True       0.0     7.863832335329342     False        2      0.0002   0.2        2       720.0  120.0   /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U19.000000_Seed2.0.bts  /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U19.000000_Seed2.0.bts    206.0         3           0.0          0.0          0.0      /home/pbortolo/wisdem_1_0_0/ROSCO_fork/build/libdiscon_uw.so    True       5          2.0           2.0           2.0         9999.9     9999.9     9999.9    9999.9  
   122    1.3      2            19.73               19.73               19.73            True       0.0     7.863832335329342     False        2      0.0002   0.2        2       720.0  120.0   /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U19.000000_Seed3.0.bts  /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U19.000000_Seed3.0.bts    206.0         3           0.0          0.0          0.0      /home/pbortolo/wisdem_1_0_0/ROSCO_fork/build/libdiscon_uw.so    True       5          2.0           2.0           2.0         9999.9     9999.9     9999.9    9999.9  
   123    1.3      2            19.73               19.73               19.73            True       0.0     7.863832335329342     False        2      0.0002   0.2        2       720.0  120.0   /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U19.000000_Seed4.0.bts  /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U19.000000_Seed4.0.bts    206.0         3           0.0          0.0          0.0      /home/pbortolo/wisdem_1_0_0/ROSCO_fork/build/libdiscon_uw.so    True       5          2.0           2.0           2.0         9999.9     9999.9     9999.9    9999.9  
   124    1.3      2            19.73               19.73               19.73            True       0.0     7.863832335329342     False        2      0.0002   0.2        2       720.0  120.0   /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U19.000000_Seed5.0.bts  /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U19.000000_Seed5.0.bts    206.0         3           0.0          0.0          0.0      /home/pbortolo/wisdem_1_0_0/ROSCO_fork/build/libdiscon_uw.so    True       5          2.0           2.0           2.0         9999.9     9999.9     9999.9    9999.9  
   125    1.3      2            19.73               19.73               19.73            True       0.0     7.863832335329342     False        2      0.0002   0.2        2       720.0  120.0   /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U19.000000_Seed6.0.bts  /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U19.000000_Seed6.0.bts    206.0         3           0.0          0.0          0.0      /home/pbortolo/wisdem_1_0_0/ROSCO_fork/build/libdiscon_uw.so    True       5          2.0           2.0           2.0         9999.9     9999.9     9999.9    9999.9  
   126    1.3      2            21.96               21.96               21.96            True       0.0     7.869221556886227     False        2      0.0002   0.2        2       720.0  120.0   /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U21.000000_Seed1.0.bts  /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U21.000000_Seed1.0.bts    206.0         3           0.0          0.0          0.0      /home/pbortolo/wisdem_1_0_0/ROSCO_fork/build/libdiscon_uw.so    True       5          2.0           2.0           2.0         9999.9     9999.9     9999.9    9999.9  
   127    1.3      2            21.96               21.96               21.96            True       0.0     7.869221556886227     False        2      0.0002   0.2        2       720.0  120.0   /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U21.000000_Seed2.0.bts  /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U21.000000_Seed2.0.bts    206.0         3           0.0          0.0          0.0      /home/pbortolo/wisdem_1_0_0/ROSCO_fork/build/libdiscon_uw.so    True       5          2.0           2.0           2.0         9999.9     9999.9     9999.9    9999.9  
   128    1.3      2            21.96               21.96               21.96            True       0.0     7.869221556886227     False        2      0.0002   0.2        2       720.0  120.0   /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U21.000000_Seed3.0.bts  /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U21.000000_Seed3.0.bts    206.0         3           0.0          0.0          0.0      /home/pbortolo/wisdem_1_0_0/ROSCO_fork/build/libdiscon_uw.so    True       5          2.0           2.0           2.0         9999.9     9999.9     9999.9    9999.9  
   129    1.3      2            21.96               21.96               21.96            True       0.0     7.869221556886227     False        2      0.0002   0.2        2       720.0  120.0   /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U21.000000_Seed4.0.bts  /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U21.000000_Seed4.0.bts    206.0         3           0.0          0.0          0.0      /home/pbortolo/wisdem_1_0_0/ROSCO_fork/build/libdiscon_uw.so    True       5          2.0           2.0           2.0         9999.9     9999.9     9999.9    9999.9  
   130    1.3      2            21.96               21.96               21.96            True       0.0     7.869221556886227     False        2      0.0002   0.2        2       720.0  120.0   /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U21.000000_Seed5.0.bts  /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U21.000000_Seed5.0.bts    206.0         3           0.0          0.0          0.0      /home/pbortolo/wisdem_1_0_0/ROSCO_fork/build/libdiscon_uw.so    True       5          2.0           2.0           2.0         9999.9     9999.9     9999.9    9999.9  
   131    1.3      2            21.96               21.96               21.96            True       0.0     7.869221556886227     False        2      0.0002   0.2        2       720.0  120.0   /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U21.000000_Seed6.0.bts  /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U21.000000_Seed6.0.bts    206.0         3           0.0          0.0          0.0      /home/pbortolo/wisdem_1_0_0/ROSCO_fork/build/libdiscon_uw.so    True       5          2.0           2.0           2.0         9999.9     9999.9     9999.9    9999.9  
   132    1.3      2            24.08               24.08               24.08            True       0.0     7.874610778443114     False        2      0.0002   0.2        2       720.0  120.0   /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U23.000000_Seed1.0.bts  /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U23.000000_Seed1.0.bts    206.0         3           0.0          0.0          0.0      /home/pbortolo/wisdem_1_0_0/ROSCO_fork/build/libdiscon_uw.so    True       5          2.0           2.0           2.0         9999.9     9999.9     9999.9    9999.9  
   133    1.3      2            24.08               24.08               24.08            True       0.0     7.874610778443114     False        2      0.0002   0.2        2       720.0  120.0   /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U23.000000_Seed2.0.bts  /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U23.000000_Seed2.0.bts    206.0         3           0.0          0.0          0.0      /home/pbortolo/wisdem_1_0_0/ROSCO_fork/build/libdiscon_uw.so    True       5          2.0           2.0           2.0         9999.9     9999.9     9999.9    9999.9  
   134    1.3      2            24.08               24.08               24.08            True       0.0     7.874610778443114     False        2      0.0002   0.2        2       720.0  120.0   /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U23.000000_Seed3.0.bts  /lustre/eaglefs/projects/bar/pbortolo/outputs/wind/wind_BAR3/BAR3_3ETM_U23.000000_Seed3.0.bts    206.0         3           0.0          0.0          0.0      /home/pbortolo/wisdem_1_0_0/ROSCO_fork/build/libdiscon_uw.so    True       5          2.0           2.0           2.0         9999.9     9999.9     9999.9    9999.9  
